name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"13.29,100.91",2025-09-01T00:00:00,27,31.1,25.8,92.87,0,0,,0,0,20.9,9.2,138,1006.5,30,9.8,0,0,0,,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-01T01:00:00,27.3,31.4,25.2,88.36,0,0,,0,0,23,9.7,172,1006,30,9.8,0,0,0,,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-01T02:00:00,26.8,30.1,25.2,91.25,2.1,100,rain,0,0,13.3,8.5,28,1005.2,30,9.8,0,0,0,,"Rain, Partially cloudy",rain,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-01T03:00:00,26.8,29.9,24.7,88.31,2,100,rain,0,0,14.4,6.5,57,1005,30,10,0,0,0,,"Rain, Partially cloudy",rain,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-01T04:00:00,26.8,30.1,25.2,91.25,0.4,100,rain,0,0,12.6,4.9,121,1005,38.7,10,0,0,0,,"Rain, Partially cloudy",rain,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-01T05:00:00,26.8,30.1,25.2,91.25,0.7,100,rain,0,0,14,6.1,119,1005,38.7,10,0,0,0,,"Rain, Partially cloudy",rain,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-01T06:00:00,25.9,25.9,25.8,98.83,0.8,100,rain,0,0,13.3,6.6,89,1006,25,10,2,0,0,,"Rain, Partially cloudy",rain,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-01T07:00:00,26.8,30.4,25.8,94.26,0.5,100,rain,0,0,13.7,4.6,87,1006,25,10,72,0.3,1,,"Rain, Partially cloudy",rain,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-01T08:00:00,27.5,31.7,25.2,87.54,0.5,100,rain,0,0,16.6,9,173,1007,38.7,10,189,0.7,2,,"Rain, Partially cloudy",rain,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-01T09:00:00,28.9,35.2,25.8,83.1,0.3,100,rain,0,0,21.6,8.1,192,1007.2,25,10,684,2.5,7,,"Rain, Partially cloudy",rain,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-01T10:00:00,30.4,36.4,24.7,71.45,0.3,100,rain,0,0,23,7.8,210,1007,38.7,10,1060,3.8,10,,"Rain, Partially cloudy",rain,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-01T11:00:00,31.4,37.6,24.5,66.69,0.3,100,rain,0,0,25.9,9.7,219,1007,38.7,10,478,1.7,5,,"Rain, Partially cloudy",rain,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-01T12:00:00,32.1,37.8,23.7,61.13,2.3,100,rain,0,0,32.8,9.7,305,1006,38.7,10,156,0.6,2,,"Rain, Partially cloudy",rain,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-01T13:00:00,32.7,38.5,23.7,59.27,1.5,100,rain,0,0,33.8,7.9,240,1005.3,38.7,10,858,3.1,9,,"Rain, Partially cloudy",rain,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-01T14:00:00,32.9,39.1,24,59.51,0,0,,0,0,23.4,16.6,210,1004,43.6,10,177,0.6,2,,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-01T15:00:00,32.3,37.8,23.5,59.73,0,0,,0,0,26.3,15.3,192,1003.3,43.6,10,269,1,3,,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-01T16:00:00,31.7,37,23.6,62.14,0,0,,0,0,25.9,17.2,170,1003,30,10,103,0.4,1,,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-01T17:00:00,31.4,36.4,23.4,62.3,0,0,,0,0,25.6,15.8,178,1002.8,25,10,121,0.4,1,,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-01T18:00:00,30.6,35.9,23.9,67.4,0,0,,0,0,20.9,13.9,164,1003.3,25,10,20,0.1,0,,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-01T19:00:00,29.9,34.4,23.4,68.29,0,0,,0,0,16.9,14.6,176,1004.3,25,10,0,0,0,,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-01T20:00:00,29.7,35.2,24.5,73.78,0,0,,0,0,12.6,15.7,183,1005.3,25,10,0,0,0,,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-01T21:00:00,29.7,35.4,24.7,74.66,0,0,,0,0,12.6,20.7,189,1006.3,51.2,10,0,0,0,,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-01T22:00:00,29,35.2,25.7,82.72,0,0,,0,0,13,16.3,198,1007.3,43.6,10,0,0,0,,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-01T23:00:00,28.8,33.6,24.5,77.91,0,0,,0,0,11.5,20.4,232,1007.2,51.2,10,0,0,0,,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-02T00:00:00,28,31.4,23.4,76.43,0.3,100,rain,0,0,15.5,11.6,265,1007,78.3,9.7,0,0,0,,"Rain, Partially cloudy",rain,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-02T01:00:00,27.2,30.1,23.2,78.44,0,0,,0,0,16.2,8.3,252,1006.3,31.4,9.7,0,0,0,,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-02T02:00:00,26.7,29.6,24.3,86.53,0.3,100,rain,0,0,17.3,7.6,251,1006,70.8,9.7,0,0,0,,"Rain, Partially cloudy",rain,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-02T03:00:00,26.9,30.3,24.8,88.38,0.3,100,rain,0,0,18.4,6.4,290,1006,78.3,9.7,0,0,0,,"Rain, Partially cloudy",rain,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-02T04:00:00,26.7,29.9,25,90.48,0.4,100,rain,0,0,19.1,7,39,1006,70.8,10,0,0,0,,"Rain, Partially cloudy",rain,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-02T05:00:00,26.7,29.9,25,90.48,0.4,100,rain,0,0,18.7,7.5,57,1006.7,65.9,10,0,0,0,,"Rain, Partially cloudy",rain,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-02T06:00:00,26.5,26.5,25.2,92.62,0.7,100,rain,0,0,17.6,4,130,1006.5,65.9,10,0,0,0,,"Rain, Partially cloudy",rain,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-02T07:00:00,26.8,30.3,25.5,92.64,0.4,100,rain,0,0,13,5.4,341,1007,65.9,10,28,0.1,0,,"Rain, Partially cloudy",rain,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-02T08:00:00,27.2,31.5,25.7,91.58,0.3,100,rain,0,0,17.6,5.8,90,1008,31.4,10,117,0.4,1,,"Rain, Partially cloudy",rain,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-02T09:00:00,29.2,34.9,25,77.98,0.2,0,rain,0,0,23,4.7,307,1009,31.4,10,371,1.3,4,,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-02T10:00:00,29.7,35.4,24.8,75.08,0.1,0,rain,0,0,27,10.2,159,1009,31.4,10,478,1.7,5,,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-02T11:00:00,31,36.4,24,66.44,0.1,0,rain,0,0,31,9.5,210,1008.7,31.4,10,858,3.1,9,,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-02T12:00:00,31.1,36.4,23.7,64.7,0,0,,0,0,34.2,11.5,240,1008,70.8,7.8,395,1.4,4,,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-02T13:00:00,32.2,37.4,23.4,59.72,0.2,0,rain,0,0,37.1,12.8,272,1007,45,10,284,1,3,,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-02T14:00:00,31.4,36.8,23.7,63.83,0.2,0,rain,0,0,20.9,8.3,282,1006,59.7,10,443,1.6,4,,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-02T15:00:00,30.8,36,23.7,65.85,0.1,0,rain,0,0,21.6,9.4,172,1005.3,59.7,10,388,1.4,4,,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-02T16:00:00,31.2,36,23.2,62.67,0.3,100,rain,0,0,20.5,13.4,253,1005,41,10,235,0.8,2,,"Rain, Partially cloudy",rain,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-02T17:00:00,30.6,34.9,22.9,63.3,0.6,100,rain,0,0,17.3,8.5,300,1005.3,36.3,10,24,0.1,0,,"Rain, Partially cloudy",rain,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-02T18:00:00,30.4,35.4,23.7,67.36,0.7,100,rain,0,0,15.1,6,323,1005.5,36.3,10,1,0,0,,"Rain, Partially cloudy",rain,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-02T19:00:00,30.2,35.1,23.7,68.35,0.6,100,rain,0,0,14.8,5.8,234,1005.3,25,10,0,0,0,,"Rain, Partially cloudy",rain,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-02T20:00:00,29,34.2,24.6,76.81,0.1,0,rain,0,0,11.2,8.4,176,1006.3,25,10,0,0,0,,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-02T21:00:00,29,33.9,24.2,75.22,0.4,100,rain,0,0,9.4,9.7,212,1007.5,36.3,10,0,0,0,,"Rain, Partially cloudy",rain,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-02T22:00:00,29.2,33.4,23.4,70.9,0.7,100,rain,0,0,8.3,8.7,217,1008.3,37.5,10,0,0,0,,"Rain, Partially cloudy",rain,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-02T23:00:00,29.2,33.4,23.4,71.13,0.7,100,rain,0,0,7.6,6.1,245,1009,36.3,10,0,0,0,,"Rain, Partially cloudy",rain,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-03T00:00:00,27.1,30.8,24.9,87.84,0.7,100,rain,0,0,8.6,13.5,240,1009.2,72,8.6,0,0,0,,"Rain, Partially cloudy",rain,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-03T01:00:00,25.5,25.5,25.5,100,0.5,100,rain,0,0,9.7,13.5,324,1008.7,78.3,6.7,0,0,0,,"Rain, Partially cloudy",rain,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-03T02:00:00,25.5,25.5,25.5,100,1.7,100,rain,0,0,13.7,8.6,35,1008,78.3,10,0,0,0,,"Rain, Partially cloudy",rain,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-03T03:00:00,25.5,25.5,25.5,100,2.1,100,rain,0,0,14.8,5,58,1007.7,78.3,10,0,0,0,,"Rain, Partially cloudy",rain,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-03T04:00:00,25.5,25.5,25.2,98.5,1.2,100,rain,0,0,14,5.7,84,1007.5,78.3,10,0,0,0,,"Rain, Partially cloudy",rain,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-03T05:00:00,26,26,25.8,98.51,1,100,rain,0,0,13.3,7.6,96,1008,78.3,10,0,0,0,,"Rain, Partially cloudy",rain,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-03T06:00:00,26,26,25.2,95.35,1,100,rain,0,0,13.3,3.5,150,1008,75.5,10,0,0,0,,"Rain, Partially cloudy",rain,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-03T07:00:00,26.2,26.2,25.5,95.68,0.9,100,rain,0,0,12.6,4.5,165,1008,75.5,10,57,0.2,1,,"Rain, Partially cloudy",rain,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-03T08:00:00,27.4,31.6,25.1,87.33,1,100,rain,0,0,13.7,7.1,187,1009,31.4,10,276,1,3,,"Rain, Partially cloudy",rain,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-03T09:00:00,29.2,34.3,24.4,75.47,1.1,100,rain,0,0,13,6.7,198,1009,25,10,501,1.8,5,,"Rain, Partially cloudy",rain,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-03T10:00:00,30.2,35.6,24.2,70.17,1.5,100,rain,0,0,17.6,12.3,220,1009,25,10,914,3.3,9,,"Rain, Partially cloudy",rain,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-03T11:00:00,30.7,36.6,24.5,69.82,1.2,100,rain,0,0,21.2,16.2,222,1009,30,10,402,1.4,4,,"Rain, Partially cloudy",rain,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-03T12:00:00,31.1,37.3,24.5,67.66,1.5,100,rain,0,0,22,16.3,226,1008,30,10,719,2.6,7,,"Rain, Partially cloudy",rain,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-03T13:00:00,31.6,37.7,24.3,65.16,1.2,100,rain,0,0,25.2,17.4,227,1007,30,10,349,1.3,3,,"Rain, Partially cloudy",rain,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-03T14:00:00,32.1,38.1,24,62.07,0,0,,0,0,29.2,15.6,249,1006,30,10,721,2.6,7,,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-03T15:00:00,32.7,38.5,23.7,59.27,0,0,,0,0,32.4,13.5,228,1004.3,30,10,388,1.4,4,,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-03T16:00:00,32.4,38.2,23.7,60.12,0,0,,0,0,31.7,12.6,236,1004.3,25,10,279,1,3,,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-03T17:00:00,31.6,36.9,23.5,62.17,0,0,,0,0,26.6,13.2,262,1004.3,25,10,180,0.6,2,,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-03T18:00:00,31.1,36.1,23.5,64.14,0,0,,0,0,20.5,9.5,180,1005,31.4,10,15,0.1,0,,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-03T19:00:00,29.9,34.9,24,70.58,0,0,,0,0,14,14.3,200,1005,30,10,0,0,0,,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-03T20:00:00,29.5,34.9,24.5,74.62,0,0,,0,0,10.8,11.2,226,1006.3,31.4,10,0,0,0,,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-03T21:00:00,28.2,32.3,24,77.83,0,0,,0,0,12.6,19.1,243,1008,30,10,0,0,0,,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-03T22:00:00,27.5,31.6,25,86.31,0,0,,0,0,14.4,15.5,246,1008.7,70.8,10,0,0,0,,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-03T23:00:00,27.5,31.6,25,86.31,0,0,,0,0,14.8,13.6,237,1008.3,50,10,0,0,0,,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-04T00:00:00,25.4,25.4,24.1,92.57,0,0,,0,0,14,15.6,288,1009,59.7,7.7,0,0,0,,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-04T01:00:00,25.5,25.5,25.5,100,0,0,,0,0,13.3,7.3,287,1008.5,88,8.1,0,0,0,,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-04T02:00:00,25.7,25.7,25,95.66,0.3,100,rain,0,0,21.2,12.6,289,1008,80.5,9.1,0,0,0,,"Rain, Partially cloudy",rain,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-04T03:00:00,25.7,25.7,25.5,98.83,0.2,0,rain,0,0,17.3,9.2,281,1007,80.5,9.5,0,0,0,,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-04T04:00:00,25.7,25.7,25.5,98.83,0.1,0,rain,0,0,16.6,7.9,267,1007,80.5,9.5,0,0,0,,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-04T05:00:00,25.7,25.7,25.5,98.83,0.1,0,rain,0,0,15.8,10.2,278,1007,88,9.5,0,0,0,,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-04T06:00:00,25.9,25.9,25.5,97.35,0,0,,0,0,13,8.3,272,1007,88,9.7,0,0,0,,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-04T07:00:00,26.1,26.1,25.8,97.68,0,0,,0,0,13.3,5.3,257,1007,65.9,10,82,0.3,1,,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-04T08:00:00,27.5,31.7,25.2,87.34,0.1,0,rain,0,0,18.7,6.9,255,1008,31.4,10,186,0.7,2,,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-04T09:00:00,28.5,33.5,25,81.42,0.1,0,rain,0,0,22,8.3,269,1009,59.5,10,276,1,3,,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-04T10:00:00,29.2,34.6,24.7,76.8,0.2,0,rain,0,0,22.7,6.4,279,1009,64.5,10,220,0.8,2,,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-04T11:00:00,30,35.6,24.4,72.06,1.3,100,rain,0,0,24.1,8.6,262,1008.7,64.5,10,319,1.1,3,,"Rain, Partially cloudy",rain,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-04T12:00:00,30,36,24.9,74.45,3.8,100,rain,0,0,30.6,10.7,255,1008,36.3,10,589,2.1,6,,"Rain, Partially cloudy",rain,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-04T13:00:00,30.7,36.2,24.1,67.99,2,100,rain,0,0,32.4,10.6,261,1007,50,10,359,1.3,4,,"Rain, Partially cloudy",rain,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-04T14:00:00,30.9,36.5,24.1,67.22,3.1,100,rain,0,0,29.5,7.9,248,1005.3,59.7,10,738,2.7,7,,"Rain, Partially cloudy",rain,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-04T15:00:00,30.6,35.9,23.9,67.4,0.3,100,rain,0,0,28.1,9.7,237,1005,43.6,10,628,2.3,6,,"Rain, Partially cloudy",rain,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-04T16:00:00,30.8,37,24.7,69.87,0.1,0,rain,0,0,25.9,7.2,294,1004.3,43.6,10,214,0.8,2,,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-04T17:00:00,30.2,36.8,25.2,74.49,0.2,0,rain,0,0,22.7,13.2,212,1004,64.5,10,92,0.3,1,,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-04T18:00:00,29.1,34.7,24.9,77.97,0.1,0,rain,0,0,16.6,7.9,286,1005,30,10,4,0,0,,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-04T19:00:00,28.5,33.5,24.9,80.69,0.1,0,rain,0,0,16.9,4.9,249,1005.3,37.5,10,0,0,0,,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-04T20:00:00,28.8,34.5,25.3,81.01,0.1,0,rain,0,0,13,12.1,242,1006,37.5,10,0,0,0,,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-04T21:00:00,28.3,33.2,24.9,81.9,0.3,100,rain,0,0,10.4,11,242,1007,50,10,0,0,0,,"Rain, Partially cloudy",rain,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-04T22:00:00,27.8,32.1,24.9,84.56,0.9,100,rain,0,0,11.2,6.8,248,1008,50,10,0,0,0,,"Rain, Partially cloudy",rain,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-04T23:00:00,27.8,32.7,25.7,88.39,0.1,0,rain,0,0,13.7,6.8,294,1008,43.6,10,0,0,0,,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-05T00:00:00,27.8,32.3,25.1,85.56,0.1,0,rain,0,0,14,8.7,320,1008,43.6,9.6,0,0,0,,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-05T01:00:00,26.8,30.4,25.8,94.26,0.1,0,rain,0,0,13.3,6.5,292,1007.2,64.5,9.6,0,0,0,,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-05T02:00:00,26.8,30.7,26.3,97.37,0.4,100,rain,0,0,10.1,5.8,335,1006.7,64.5,9.6,0,0,0,,"Rain, Partially cloudy",rain,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-05T03:00:00,26.2,26.2,25.8,97.36,0.6,100,rain,0,0,7.9,5.9,344,1006.7,64.5,9.6,0,0,0,,"Rain, Partially cloudy",rain,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-05T04:00:00,25.9,25.9,25.5,97.35,0.8,100,rain,0,0,5.4,6.6,327,1006.2,72,9.6,0,0,0,,"Rain, Partially cloudy",rain,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-05T05:00:00,25.9,25.9,25.3,96.21,1.1,100,rain,0,0,5.4,5.8,347,1006,37.5,9.8,0,0,0,,"Rain, Partially cloudy",rain,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-05T06:00:00,25.9,25.9,25.5,97.35,0.6,100,rain,0,0,6.1,4.1,320,1006,25,10,0,0,0,,"Rain, Partially cloudy",rain,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-05T07:00:00,26.2,26.2,25.2,94.24,0.3,100,rain,0,0,7.6,3,307,1007,25,10,42,0.2,0,,"Rain, Partially cloudy",rain,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-05T08:00:00,28,32.8,25.2,84.58,0.1,0,rain,0,0,10.4,2.6,130,1008.7,25,10,164,0.6,2,,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-05T09:00:00,28.7,33.9,25,80.49,0.2,0,rain,0,0,13.7,4,257,1009,25,10,290,1,3,,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-05T10:00:00,30.2,35.6,24.2,70.17,0.1,0,rain,0,0,15.5,9.5,273,1009,25,10,554,2,6,,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-05T11:00:00,31.8,37.8,24.2,64.24,0.1,0,rain,0,0,17.3,8.6,250,1009,31.4,10,768,2.8,8,,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-05T12:00:00,32,38.1,24.2,63.52,0.2,0,rain,0,0,22.3,6.2,316,1008,45,10,279,1,3,,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-05T13:00:00,31.4,37.3,24.2,65.52,0.1,0,rain,0,0,25.9,10.4,196,1006.3,45,10,443,1.6,4,,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-05T14:00:00,31.4,37.9,24.7,67.77,0.3,100,rain,0,0,21.6,13.1,205,1005.3,50,10,159,0.6,2,,"Rain, Partially cloudy",rain,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-05T15:00:00,30.6,37,24.9,71.68,0.4,100,rain,0,0,23.4,14.5,195,1004.3,43.6,9.4,55,0.2,1,,"Rain, Partially cloudy",rain,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-05T16:00:00,29.3,34.6,24.6,75.62,0.1,0,rain,0,0,23.4,14.8,241,1004.8,51.2,9.6,24,0.1,0,,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-05T17:00:00,29.8,36,25.1,75.95,2.1,100,rain,0,0,23.4,9.2,292,1004.7,51.2,9.8,5,0,0,,"Rain, Partially cloudy",rain,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-05T18:00:00,28.8,33.8,24.6,77.87,0,0,,0,0,17.3,9.4,285,1005,51.2,9.8,0,0,0,,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-05T19:00:00,26.9,30.9,25.9,94.49,0,0,,0,0,10.4,13.6,201,1006,72,5.4,0,0,0,,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-05T20:00:00,25.7,25.7,25.5,98.5,0.2,0,rain,0,0,9,10.5,214,1006.5,72,6.7,0,0,0,,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-05T21:00:00,25.9,25.9,25.3,96.21,0.1,0,rain,0,0,9.4,6.1,244,1008,72,10,0,0,0,,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-05T22:00:00,26.5,26.5,25.5,94.25,0,0,,0,0,7.6,2.9,310,1009,51.2,10,0,0,0,,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-05T23:00:00,26.5,26.5,26.3,98.84,0,0,,0,0,5,5.4,259,1008.7,64.5,10,0,0,0,,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD,VTBU"
"13.29,100.91",2025-09-06T00:00:00,26.5,26.5,25.5,94.25,0.2,0,rain,0,0,8.3,6.6,353,1008.2,70.8,10,0,0,0,,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD,VTBU"
